1784.016  0.001371006  18.40788  0.000307618  0.04253074
1782.98  0.000720648  17.34755  0.02699744  0.01486221
1781.946  0.003723654  15.52734  0.01758062  -0.06776917
1780.913  0.005461734  13.63151  -0.0845282  0.006029787
1779.881  0.000840984  12.05472  0.002563196  0.03313486
1778.851  0.001995857  10.53648  0.05115264  -0.001261251
1777.821  0.003352313  8.976894  -0.0008906978  -0.06627
1776.793  0.001303385  6.115389  -0.01088302  0.03984218
1775.766  0.001096516  5.019347  0.02792312  0.02556823
1774.74  0.001204634  4.595334  0.03767959  0.01237754
1773.715  0.0007986587  7.142735  -0.03104601  0.008820017
1772.692  0.002230323  5.549252  0.01590312  0.05150363
1771.669  1.116388E-5  0  -0.002823534  0.002560181
1770.648  0.000400627  3.689991  0.01898725  -0.01265682
1769.628  0.0003136808  6.720631  -0.01544875  0.01298344
1768.609  0.0009290638  4.150246  0.03442705  -0.004420342
1767.592  0.00018638  1.123514  -0.01553609  0.0001994599
1766.575  0.0002443458  3.505088  0.01272901  -0.01241365
1765.56  0.0007362061  0.6224281  -0.0268601  0.0151631
1764.546  0.0009384306  2.80331  0.003341665  -0.03464326
1763.533  0.0007143321  0  -0.01277366  0.02752875
1762.521  0.0008278614  2.612072  -0.003099744  -0.03250447
1761.51  0.0003644046  5.140195  0.01408879  0.01643962
1760.501  0.001667045  2.278991  -0.01921576  -0.04210363
1759.493  0.001965649  4.525161  0.04869985  0.01229082
1758.485  0.0007932087  1.90392  -0.0229467  -0.02214268
1757.479  0.002063886  4.370536  0.05118757  0.004753155
1756.474  0.0009929967  7.169337  -0.0345282  0.008823865
1755.471  0.001921295  9.988395  0.04163743  -0.02684922
1754.468  0.0004860493  6.929989  -0.02197953  0.01171088
1753.467  0.00174987  9.498087  0.02296281  -0.04126935
1752.466  0.001675675  12.23118  -0.004577114  0.04596186
1751.467  0.001382537  14.96058  -0.01290854  -0.03989469
1750.469  0.000875942  17.7022  0.02181671  0.02523343
1749.472  0.001125171  20.67086  -0.02926199  -0.02390386
1748.477  0.001485991  23.07864  0.04334563  -0.002119434
1747.482  0.001152577  26.21062  -0.03813298  0.002232105
1746.489  0.002473299  28.19409  0.01939663  -0.05245273
1745.496  4.819707E-5  0  0.00152478  0.007651903
1744.505  0.0007657035  28.27686  0.01315348  -0.02816078
1743.515  0.001465954  30.25944  0.02840729  0.0322558
1742.526  0.0003613389  33.11641  -0.01802255  -0.01140326
1741.538  0.0008035195  35.88687  0.03119518  0.00609665
1740.551  0.0003164807  37.6615  -0.007705601  0.01838753
1739.566  0.001906184  36.11092  0.04470972  0.01980818
1738.581  0.004736784  37.69502  -0.03214132  0.07001817
1737.598  0.0009832076  39.2844  -0.03160447  -0.0152253
1736.616  0.001683482  37.81137  -0.02385079  0.03919087
1735.634  0.002408294  39.54549  -0.04158878  -0.03574853
1734.654  0.0006914365  36.41281  0.02210005  0.0193419
1733.675  0.00362966  38.87843  -0.06718861  -0.002888536
1732.698  0.001093143  40.51416  0.003972107  -0.03667112
1731.721  0.001272642  38.55632  -0.03823684  0.01095974
1730.745  0.002494612  40.44969  0.002416573  -0.05560588
1729.771  0.0007040564  43.20509  0.009932122  0.02783305
1728.797  0.001366186  45.86483  -0.03021072  -0.02792938
1727.825  0.002040651  48.99578  0.03726249  0.03372061
1726.854  0.005199141  50.67008  -0.05964762  0.05356814
1725.883  0.0001734746  51.56517  -0.01444129  -0.002380001
1724.914  0.001343612  50.52105  -0.02591361  0.03139717
1723.946  0.0001480268  52.94358  -0.0003923306  -0.01349915
1722.98  0.002375027  50.11011  -0.01489249  0.05197266
1722.014  0.004035261  52.05965  -0.05573482  -0.04306107
1721.049  0.003520824  54.26731  0.0632618  -0.01792526
1720.085  0.001427494  56.08046  0.001412369  0.04182013
1719.123  0.0002027694  56.48043  -0.005643832  0.01471664
1718.161  0.002263382  57.28865  -0.04855014  0.02031917
1717.201  0.0007392085  58.88836  -0.01079914  -0.02805405
1716.241  0.002173374  56.322  -0.01062691  0.05040792
1715.283  0.006990078  57.9655  -0.0887282  -0.02555989
1714.326  0.006338627  59.33881  0.007284876  -0.08757688
1713.37  0.003777906  60.11146  0.05119383  -0.04446279
1712.415  0.004455183  61.01261  0.07232389  0.01360927
1711.461  0.002748457  62.49568  -0.005668237  0.0574919
1710.508  1.604931E-5  0  -0.0002951408  0.004402256
1709.556  0.004401448  62.51517  -0.00857995  0.07252012
1708.605  0.005735844  63.99828  -0.08327983  -0.002505034
1707.655  0.002769139  65.70029  0.009291448  -0.05710774
1706.707  0.002423114  66.88235  0.05269993  -0.01219744
1705.759  0.004994646  67.77919  0.06086848  0.04816301
1704.812  0.004643785  68.97735  -0.02187369  0.07153152
1703.867  0.0005154644  69.37197  -0.01588095  0.01918804
1702.922  0.001701422  69.42939  -0.03078847  0.03312916
1701.979  0.0008064523  66.33411  0.0222179  -0.02179032
1701.036  0.01960324  68.53083  0.02288026  0.1516298
1700.095  0.04170053  70.10365  -0.2210969  0.03290486
1699.155  0.01430218  71.84287  0.002705769  -0.1308088
1698.215  0.00116788  68.8669  -0.006921657  0.0367203
1697.277  0.006907502  71.86767  0.00412972  -0.09073183
1696.34  0.0112023  74.0397  0.09225749  0.0696577
1695.404  0.004347019  76.16184  -0.06703027  0.02620952
1694.468  0.002958009  73.12582  0.05723241  -0.01566486
1693.534  0.006542554  75.07669  -0.00993768  0.08763732
1692.601  0.003631904  76.34872  -0.06454658  0.01213646
